fips,slaves,urbanicity,prison_rate,blackpop,prison_type,unemp,mhi,pm,rentburd,gini,singpar
17183,0,small/mid,NA,14.405268490374873,Has State,7.1,44705,10.650576258632753,28.3,42.1,12.006573941625833
17185,0,rural,NA,1.1500623527781628,No Prison,5.6,51224,10.789536917720989,25.6,41.8,8.193162464716789
17187,0,rural,NA,3.1370786516853935,No Prison,5.2,46189,10.636469486655757,25.2,38.7,8.991596889316545
17189,0,rural,NA,1.2744451768842013,No Prison,3.8,57019,10.156779707732099,25.3,40,7.4564875056133815
17191,0,rural,NA,0.6974890394579514,No Prison,6.8,47995,10.288233994679262,28.5,41.6,8.134869844459686
17193,0,rural,NA,0.8772955901275004,No Prison,5.7,46588,10.333607832221164,23.5,43.4,7.472870886568676
17195,0,rural,NA,1.9953151017413147,No Prison,6.2,45463,10.54707671316781,28.8,39.4,10.765038775937958
17197,0,suburban,NA,12.240084953538318,Has State,6.2,76293,11.31793627832762,31.5,38,7.652841068050017
17199,0,small/mid,NA,5.250424546956056,Has Federal,6.1,47678,10.084077570000753,28.6,42.5,9.349373356026613
17201,0,small/mid,NA,13.315669947009843,No Prison,7,50024,10.335660468524248,29.8,43.5,10.633430765599753
17203,0,small/mid,NA,0.8951717433570965,No Prison,5,68233,10.721378162639404,26.6,39.3,6.462291306850893
18001,0,rural,791.26,0.6407766990291262,No Prison,3.8,49251,11.020693929854701,27,37.9,10.282925215089344
18003,0,small/mid,698.13,12.502991095979546,No Prison,4.6,50017,10.84364671305838,28.1,42.4,10.804629923351014
18005,0,small/mid,589.53,2.5002843386283504,No Prison,3.6,55580,11.225010421206514,24.6,42.9,9.138325235781652
18007,0,small/mid,348.75,1.0462555066079295,No Prison,4.5,50754,10.453002183303086,28.5,35,9.215850464450233
18009,0,rural,968.43,0.941894401698063,No Prison,6,39611,10.788215640009419,30.7,37,9.837479322667892
18011,0,suburban,386.37,1.7957814930015554,No Prison,3.7,75163,11.356541927071785,29.1,55.1,6.858126931064175
18013,0,suburban,320.51,0.6730769230769231,No Prison,4.8,53801,10.892287850075752,35.3,40.7,6.657100394802727
18015,0,small/mid,572.7,0.7158765510658607,No Prison,4.3,52550,11.029898310718727,27.5,38.6,7.103941218514117
18017,0,rural,766.64,1.9596589045588717,No Prison,4.6,45575,10.805558678482315,27.3,38.2,8.66082129565382
18019,0,suburban,343.01,8.27288019765547,Has State,4.5,51614,11.908011086085377,28.2,39.8,10.314520396659228
18021,0,small/mid,406.38,0.7892102008363272,No Prison,5.3,48947,11.052302900178386,29.6,40,7.929811103653274
18023,0,rural,882.59,0.7189607298690995,No Prison,4,50342,11.011216946351608,25.9,38.4,7.834139146111612
18025,0,rural,536.03,0.6998213222156044,No Prison,6.1,41331,10.8475565270043,31.1,45.4,9.643005656937017
18027,0,rural,471.77,2.0075282308657463,No Prison,3.8,47019,11.328945285944817,25.1,39.6,8.99625536578683
18029,0,suburban,1488.75,0.8387755733696493,No Prison,5.1,64093,11.503169816467619,27.6,35.6,8.5707986551287
18031,0,rural,794.5,0.7055614846436618,No Prison,4.1,51625,11.05098016079466,25.8,40.1,10.713559666598902
18033,0,rural,523.71,0.6328193191736979,No Prison,4.1,52382,10.419652608034488,26.7,37.3,9.088580029462626
18035,0,small/mid,534.91,7.540656061104226,No Prison,5.7,40633,10.883648591900153,37.3,43.9,8.86633844301593
18037,0,rural,351.36,0.5473777646275612,No Prison,3.4,57336,11.536049572353852,24.1,40.6,7.684413085311097
18039,0,small/mid,1297.9,6.349541435038584,Has State,3.9,50117,10.723861262852271,28.4,42,11.468906613962025
18041,0,rural,1370.98,1.64924664042351,No Prison,6.6,42538,10.859293589636662,33.6,42.8,10.286962565782941
18043,0,suburban,475.83,5.654714894961302,No Prison,4.3,57367,11.820604515127144,30,40.9,11.846578835529112
18045,0,rural,425.49,0.5318634561454405,No Prison,6,51108,10.708369749012316,23.2,39.6,8.356002272731818
18047,0,rural,718.11,0.4809972224104058,No Prison,5.1,53263,11.032111728016272,26.3,40.8,6.300991590310029
18049,0,rural,804.42,1.0410094637223974,No Prison,4.8,51660,10.444990081350545,29.2,37.3,11.610666028936985
18051,0,rural,553.13,2.4263270428558146,No Prison,3.8,53483,11.107877330831116,26.2,37.8,5.552133066379177
18053,0,rural,1014.1,7.613771632634374,No Prison,5.4,39984,10.785820953209512,28.4,41.3,10.137798835400918
18055,0,rural,720.65,0.37980230802941034,No Prison,6.9,47952,10.9742222191814,26.1,41,9.559829983430589
18057,0,suburban,205.06,4.327852044638984,No Prison,3.4,91844,11.722625981636954,25.3,41.4,7.697237494518839
18059,0,suburban,300.67,2.7441348352672144,No Prison,4.2,70277,11.627449653859383,26.7,36.1,7.477651606668277
18061,0,suburban,521.38,0.7353799463055912,No Prison,4.6,53719,11.017225411308885,29.4,38.4,7.1380970011107
18063,0,suburban,243.15,6.948938369933565,Has State,3.8,73478,11.635640277495202,27.1,37.4,8.089639232237966
18065,0,rural,821.41,3.727924683284365,Has State,5.3,47954,10.844399354306313,30.1,39.2,7.496970654865391
18067,0,small/mid,750.3,8.093199089611542,No Prison,5,47390,10.987583788684661,31.4,41.4,10.852579073321223
18069,0,rural,1551.67,0.8629631166244865,No Prison,4.4,49103,10.646115431779021,28.4,38.1,7.835122965015587
18071,0,rural,811.39,1.096085409252669,No Prison,4,45504,11.01949893530438,29,38.7,7.127315495442517
18073,0,suburban,325.29,1.1059993494121474,No Prison,5.8,60195,10.716497184422668,28.3,36.1,7.701935914552737
18075,0,rural,1358.57,0.5190047321019692,No Prison,5,42646,10.969745630543716,28.5,39.3,10.08652364584568
18077,0,rural,1142.22,2.442308585225426,Has State,4.9,47841,10.996033264330329,29.2,43.3,10.158374660054392
18079,0,rural,762.44,0.9928144369480555,No Prison,5.1,46047,11.066028370669299,23.7,34.8,12.579371889480006
18081,0,suburban,404.68,2.1918202173332513,Has State,4.1,68256,11.682871034241929,29.2,38.9,9.004597838418821
18083,0,rural,266.18,4.3274853801169595,No Prison,4.6,42818,11.042535125885601,28.4,47,10.307090269947603
18085,0,rural,431.38,1.1437617492826755,Has State,4.1,54147,10.671528447444652,24.3,40.2,9.452753001140097
18087,0,rural,270.06,0.5618956355083196,No Prison,3.7,56662,10.478327182598433,23.7,36.8,4.72889329041842
18089,0,suburban,394.29,23.90583648504998,No Prison,6.8,50613,11.856492577333764,31.6,42.7,12.175583705102738
18091,0,small/mid,532.04,12.693515433241462,Has State,6.3,47401,10.505754778991331,30.5,40.4,10.425960569866168
18093,0,rural,718.75,0.545138888888889,No Prison,6.6,46890,10.890375345819514,26.6,41.6,9.402211656605587
18095,0,suburban,1333.95,9.536104038918971,Has State,5.7,45065,11.146652659649204,30.5,40.5,10.489959526774594
18097,0,urban,887.55,28.12367500110746,Has State,5.1,41407,12.19729319911225,32.3,44.8,12.662647400299347
18099,0,rural,542.01,0.8556332026589399,No Prison,4.2,49714,10.514230316718036,27.3,39.2,7.179761268483877
18101,0,rural,804.21,0.5876894525208785,No Prison,4.2,47717,11.132843187572815,24.3,40,8.122515336583312
18103,0,rural,362.11,6.589473684210527,Has State,5.2,46968,10.785801468222523,26.3,38.6,8.283759666864961
18105,0,small/mid,335.69,3.988532852452952,No Prison,4.9,45341,10.95418363359846,39.7,50,7.703024197869559
18107,0,rural,859.77,1.3715455475946776,No Prison,4,49425,10.851944137880494,27.3,36.3,7.266177270255573
18109,0,suburban,497.79,0.6205868163677032,No Prison,4.7,58376,11.298924758984834,27.7,37.2,7.480046524686159
18111,0,suburban,587.32,0.8976063829787235,No Prison,5.8,48316,10.512660789069653,23.4,38.4,7.813757184435959
18113,0,rural,567.2,0.8214623333441992,Has State,4.3,51876,10.495050920583843,26.8,35.1,8.29209345149039
18115,0,suburban,876.96,0.6643635397289397,No Prison,5.5,53177,11.396742691120958,27.7,40.8,8.596408116824783
18117,0,rural,447.26,1.5532243636659349,No Prison,6,40918,10.87626686478717,27.3,45.1,8.647839667898308
18119,0,small/mid,305.83,0.6937192301954349,No Prison,6.3,43731,10.860604129453737,24.6,39.1,7.341862967834509
18121,0,rural,413.37,3.6285136873047947,Has State,5.7,43637,10.829539231464844,27.8,41.2,8.505167110363802
18123,0,rural,649.61,4.412580210726452,Has State,4.7,47192,11.300208828472794,27,40.5,8.404036354297725
18125,0,rural,792.84,0.7544757033248082,No Prison,4.4,47324,11.222008216437077,26.2,38.3,8.330064375480504
18127,0,suburban,264.27,3.8897050919124236,No Prison,5.4,66070,11.07926126138479,28.2,41.7,8.30984530676455
18129,0,small/mid,742.53,1.2677331723513432,No Prison,4,58298,10.915657852283282,31.9,39.2,6.612362242453282
18131,0,rural,480.95,0.9865581452706869,No Prison,4.5,47455,10.537551877342292,27.8,39.6,8.262388985779518
18133,0,suburban,314.38,5.596739763244711,Has State,5.1,53910,10.915190868482695,21.3,39.1,8.821208773867761
18135,0,rural,301.44,0.8786557208825039,No Prison,5,41315,10.940100392666947,26.9,37.4,9.880322849986085
18137,0,rural,698.99,0.6268722955730611,No Prison,5.4,51553,10.983105899101108,25.3,41.7,11.050245561012467
18139,0,rural,884.37,1.147803179979302,No Prison,4.3,48970,11.020837388033893,25.9,41,8.182542351841457
18141,0,small/mid,606.33,13.35297563861192,Has State,5,46881,10.61966433350076,29.9,44.5,8.996316484476614
18143,0,suburban,1124.9,0.5013820145272224,No Prison,5.5,43104,10.983726072159376,27.4,37.5,12.552775203377614
18145,0,suburban,1228.63,1.332456565376895,No Prison,4.5,54639,11.375538663936087,26.4,44.1,7.378880526810913
18147,0,rural,206.23,0.9242285365108464,No Prison,4.1,56451,11.481299018474317,23.3,37.1,6.453166385745244
18149,0,rural,784.93,0.5801651764384683,No Prison,6,48106,10.524265535735736,24.4,41.8,9.717138103161398
18151,0,rural,627.49,1.0353637219308862,No Prison,3.9,53191,10.06920376116778,26.2,41,9.858180560359736
18153,0,small/mid,272.07,6.8089067086704365,Has State,6.2,44939,11.07173608438187,34.9,39.9,6.83615131979078
18155,0,rural,286.97,1.1327594019030358,No Prison,5,46344,11.220771358740128,26,43.6,10.098522708182884
18157,0,small/mid,561.27,5.026835096286261,No Prison,4.3,50170,10.940790945919904,34.1,45.1,10.294068892351557
18159,0,rural,196.38,0.6821705426356589,No Prison,4,56292,11.029630644656656,28.9,38.1,7.411985409963057
18161,0,suburban,580.4,1.0103181427343078,No Prison,4.5,45050,10.944563158142033,30.8,43.9,8.147296100177552
18163,0,small/mid,729,9.907893747964561,No Prison,4.3,43823,11.540371031707588,31,45.5,10.169047126198855
18165,0,small/mid,600.02,0.6508695210007118,No Prison,7.1,44376,10.949970599728797,24.5,45.2,8.454120682796285
18167,0,small/mid,551.7,8.828562432406532,Has Federal,6.2,39635,11.32331263685358,32.5,45.3,8.662500301619092
18169,0,rural,1022.43,0.9777645423863411,No Prison,4.8,48223,10.691358746433362,27.8,38.1,10.298978365384615
18171,0,rural,385.06,0.6353484790142472,No Prison,5,57768,10.571635901060072,24.9,36.5,7.704631567696386
18173,0,small/mid,188.56,1.773474327939865,No Prison,4.1,66461,11.509427062522006,29.2,42.3,8.213229859571323
18175,0,suburban,754.42,0.5436290009430299,No Prison,5.2,43498,10.794394085469783,28.6,42.4,10.171718119545838
18177,0,rural,1291.07,5.933259647720057,No Prison,5.3,41849,10.965419523671091,30.8,41.8,9.64611455673112
18179,0,small/mid,902.71,0.7877184912603495,No Prison,3.9,55987,10.830585873143765,29.3,38.8,4.763208321927183
18181,0,rural,462,0.6695681285570807,No Prison,4.1,50370,10.827077158703071,25.2,38.5,9.934640522875817
18183,0,small/mid,427.71,0.6834030683403068,No Prison,4.1,56142,10.642730066738883,23.6,39,5.492365222810845
19001,0,rural,138.89,0.4398148148148148,No Prison,3.2,51531,8.854615791164132,22.9,37.7,6.121247792819305
19003,0,rural,265.72,0.44286979627989376,No Prison,2.8,48162,8.936648913086666,19.8,37.6,5.195500803427959
19005,0,rural,327.35,1.709505334626576,Has State,4.9,47756,9.255970698564928,22.5,40.4,5.976931142957008
19007,0,rural,454.3,0.8685195082843399,No Prison,4.9,41018,9.365033566962202,26.6,41.4,7.907942550614293
19009,0,rural,384.27,0.5616316878510198,No Prison,4,50948,8.820114965772584,21.6,44,5.337179949513163
19011,0,small/mid,148.03,0.7648183556405354,No Prison,3.9,65127,9.975472642720012,26,36.5,6.494972296326698
19013,0,small/mid,1043.56,9.2495343252766,Has State,4.6,50335,10.012758180880905,30.5,43.2,8.876275587222993
19015,0,rural,289.5,1.4590932777488275,No Prison,3,58010,9.2585771839766,26.1,40.2,6.70908039329092
19017,0,small/mid,230.41,1.6065028161802355,No Prison,3.5,65295,9.846814475220219,25,38.3,5.993227990970654
19019,0,rural,333.8,0.7918025151374011,No Prison,4.3,55848,10.007427498522965,25.5,43.7,7.0339089877725955
19021,0,rural,375.68,3.043778271869969,No Prison,3.7,51991,8.979061020578778,23.8,39.9,7.054273903187092
19023,0,rural,203.37,0.5084171280081347,No Prison,4.4,54947,9.72719265615142,20.5,38.2,5.894736842105263
19025,0,rural,101.15,3.2029669588671608,No Prison,4.3,49206,8.962128894323671,29.3,41.1,5.672501661865721
19027,0,rural,241.51,1.1914345516019964,No Prison,2.6,58575,8.91092273678377,28.1,41.7,6.445910912090502
19029,0,rural,391.66,0.42956411876184464,No Prison,3.6,45915,8.872950288351966,25.7,39.8,7.18954248366013
19031,0,rural,181.9,0.64963187527068,No Prison,3.4,60120,10.745070415157757,22,36.7,6.688120889883867
19033,0,rural,630.33,1.7982944011865034,Has State,4,50208,9.438969662591022,27.5,42.6,7.9075049034788885
19035,0,rural,262.97,1.3878743608473338,No Prison,5.2,52879,8.884104278744484,19.7,40.2,6.377835626626998
19037,0,rural,202.54,0.6211180124223602,No Prison,4.5,57559,9.576696265049561,25.3,40.3,6.49075500770416
19039,0,rural,389.45,1.3099663657284475,No Prison,4.1,49424,8.957897971462417,30.3,38.4,7.7845982142857135
19041,0,rural,305.9,0.9670416419972371,No Prison,3.6,52584,8.885952472821192,24.5,43.6,7.02576112412178
19043,0,rural,317.46,0.9523809523809524,No Prison,4.2,48598,9.64656352076872,23.9,40.6,6.305084745762713
19045,0,rural,363.83,3.3991375825360466,No Prison,5,52945,10.831889921934222,29.1,38.6,8.465555831882616
19047,0,rural,161.18,3.204702759078411,No Prison,4.2,51834,8.862110628947368,25.3,39.6,7.002018320136624
19049,0,small/mid,130.94,1.9544412993664915,No Prison,2.9,81381,9.303599182769377,24.8,40,7.533367556468172
19051,0,rural,545.07,0.4671987541366556,No Prison,4.5,49851,9.651076516861666,26.2,39.6,5.3632678515746806
19053,0,rural,365.95,2.4845916795069334,No Prison,3.3,39424,8.965049032331185,27.7,45.4,6.772550194785736
19055,0,rural,396.5,0.5348086675887506,No Prison,3.4,59260,10.060490985271711,25.5,40.5,6.028680128767925
19057,0,rural,731.89,6.119378710254534,Has State,4.7,50125,10.73604253620741,28.7,43.3,9.03300521134916
19059,0,rural,166.98,0.5598664178371476,No Prison,3.9,56869,8.831289594707355,25.4,42.8,5.870758834295368
19061,0,small/mid,329.01,3.32054759344557,Has State,3.7,57862,10.346014804438235,29.8,42.2,7.18017215791036
19063,0,rural,343.81,1.1132940406024885,No Prison,3.7,46092,8.904505462632759,26.7,38.3,6.337078651685394
19065,0,rural,507.29,1.9181991122384274,Has State,4.5,47615,9.720827889154782,27.9,44.2,6.971975393028025
19067,0,rural,293.22,2.2620169651272386,No Prison,3.8,49111,9.520952938657121,26.6,39.5,7.659636789689514
19069,0,rural,143.45,0.6534905961109341,No Prison,3.4,52975,9.530345100657277,21.3,41.2,6.152433425160698
19071,0,rural,361.01,0.7220216606498195,No Prison,3.3,55421,9.319179437813645,26.7,41,7.064707721162863
19073,0,rural,354.21,0.5779269202087994,No Prison,3.5,51002,8.98590960543852,26.3,39.3,7.205707491082045
19075,0,small/mid,185.26,0.661638216223369,No Prison,3.8,62423,9.646062773147776,26.3,37.9,5.056179775280898
19077,0,small/mid,404.86,0.5761445032700093,No Prison,3.8,54719,8.859601337792029,26,43.8,6.119370825253178
19079,0,rural,214.27,0.8785086779515748,No Prison,4.3,54042,9.312616011079799,25.8,39.1,6.664674237895996
19081,0,rural,400.47,0.8899436369029962,No Prison,2.7,56746,9.180479346024734,25.4,37,6.089676746611053
19083,0,rural,323.65,2.1268725725910858,No Prison,4,50947,9.519010020710567,21.4,39,6.476140534871526
19085,0,small/mid,170.45,0.4659090909090909,No Prison,3.4,57244,9.118771992721392,26.5,39.9,6.86835650040883
19087,0,rural,419.17,3.1793736159443213,Has State,3.9,50241,10.559917833860291,24.9,40.2,7.789142407553109
19089,0,rural,180.67,0.6684733514001806,No Prison,3.6,50602,9.313829109949834,31,41.2,6.114745848012078
19091,0,rural,259.52,0.6920415224913495,No Prison,3.3,52702,9.10271348227745,25.4,38.2,6.3329452852153665
19093,0,rural,441.18,0.6372549019607843,No Prison,3.1,53804,8.854065009700548,19.4,43.8,5.073140367258015
19095,0,rural,127.63,0.7264873355586099,No Prison,3.5,63185,10.002194899142157,21.3,37.1,6.068473146195035
19097,0,rural,282.46,0.8141563512503116,No Prison,4.2,49956,10.28072686974302,26.7,41.2,6.882891804902204
19099,0,rural,419.26,2.5587828492392806,Has State,3.9,53765,9.490156477120278,25.8,37.7,6.998434202464429
19101,0,rural,322.95,2.873468035773435,No Prison,3.9,43495,10.143113990411528,26.5,45.2,8.061362610918934
19103,0,small/mid,204.7,6.48748488570259,Has State,2.7,57706,10.625240600765801,33.9,46.4,5.775862068965517
19105,0,small/mid,116.41,3.4688809560763616,Has State,4.2,55789,10.268497263366529,24.8,37.7,7.023809523809524
19107,0,rural,211.18,0.7634827810266407,No Prison,4.3,50054,9.9498049495229,27.7,41.3,6.127344090710859
19109,0,rural,177.92,0.9562993439341709,No Prison,2.9,52433,9.036371949838815,24.9,39.5,5.104674505305421
19111,0,rural,628.56,3.7623225106267526,Has State,5.4,45428,10.518657441901457,26.1,41.9,8.983576281247938
19113,0,small/mid,269.62,5.397968848299653,Has State,3.8,58142,10.420644368462025,27.3,40.5,7.997081547301082
19115,0,rural,263.63,1.2765367004301373,No Prison,3.8,53197,10.852614578441647,20.1,40.3,7.745076344323966
19117,0,rural,500.29,0.4040792765056763,No Prison,3.5,46933,9.08759971064737,26.4,41.4,6.376279191813172
19119,NaN,rural,289.52,0.4487550665894615,No Prison,2,64057,8.859486896670395,18.2,36.4,3.9747064137308037
19121,0,small/mid,304.79,0.6400487656202377,No Prison,3.9,65294,8.991641759948816,26.1,40.6,6.271122793841533
19123,0,rural,519.54,1.9571560743007614,No Prison,4,50335,9.76998367564194,24.3,41.3,7.22972972972973
19125,0,rural,409.31,1.0518299938127647,No Prison,3.3,57411,9.389905506619144,26.4,37.9,6.424232337521844
19127,0,rural,664.04,2.1450418544752092,Has State,5.1,53980,9.498321893758627,23.8,38.4,8.443082540096492
19129,0,small/mid,359.48,0.9198562063861281,Has State,4.1,62507,9.504370571666223,26.2,39.7,8.13298271975958
19131,0,rural,205.89,0.6810262907823884,No Prison,2.8,61352,9.4412618752904,22.6,39.8,5.542617605961808
19133,0,rural,500.1,0.9424889401808041,No Prison,4.4,43991,8.885484293226574,26,42.3,5.984326763239135
19135,0,rural,287.77,0.9249743062692704,No Prison,4.4,48181,9.499406295901743,22.7,41.5,7.527881040892194
19137,0,rural,161.34,0.8551145530816392,No Prison,3.6,43210,9.126537067040148,25.8,38.8,8.043389275480967
19139,0,rural,525.64,2.299689724402263,No Prison,3.9,53401,11.160371751620678,27.1,40.6,8.720893544519468
19141,0,rural,228.04,0.8161305808929429,No Prison,2.8,53907,8.907027376380926,21.1,37.4,4.865855690718213
19143,NaN,rural,245.43,0.5726752113444232,No Prison,2.9,54415,8.833472518789959,21.9,38.9,4.859611231101512
19145,0,rural,213.98,3.800692887711433,Has State,4.2,46870,9.275495226323732,24.4,40.2,6.946929039952296
19147,0,rural,165.68,1.4727540500736376,No Prison,3.1,48992,8.905773737289937,25.5,43.1,5.098324836125273
19149,0,small/mid,291.96,0.8564199052747681,No Prison,2.8,61929,8.902538143992613,24.3,40.4,6.1459667093469905
19151,0,rural,414.23,1.120857699805068,No Prison,3,47872,8.926723517585877,20.3,40.7,5.8612109482996955
19153,0,small/mid,713.24,6.896054083177258,Has State,3.7,60436,9.622709169787244,28,42.2,8.454047963946563
19155,0,small/mid,653.54,1.9755878537931952,Has State,3.7,52927,9.823635107626652,27.6,40.8,9.7328920931332
19157,0,rural,398.87,2.135615755359814,No Prison,3.6,52861,9.645567407083863,26.5,40.1,6.920789402541228
19159,0,rural,424.03,0.7067137809187279,No Prison,3.4,45870,8.904446390981846,23.3,42.7,5.701559020044543
19161,0,rural,203.77,0.5603667855323484,No Prison,3.3,52506,8.95670712244106,20.2,40.9,5.731142014327855
19163,0,small/mid,644.01,7.872163436166692,Has State,4.7,58160,11.248708042851442,28,42.6,9.763531940834858
19165,0,rural,170.89,0.8402164625462831,No Prison,2.9,54614,8.86206682242145,26.2,36.6,5.973323023390682
19167,0,rural,174.95,0.6860036832412524,Has State,2.5,62875,8.936440519540502,22.3,38.5,3.740764986439727
19169,0,small/mid,136.39,2.9910173040890555,Has State,2.5,51706,9.430917728609,35.2,44,4.951842902358507
19171,0,rural,351.41,0.6363377338778612,No Prison,4.4,59226,9.576948645553927,25.7,37.1,7.281276717013394
19173,0,rural,187.92,0.45637583892617445,No Prison,3.2,46466,8.968574314685315,26,40,5.453257790368272
19175,0,rural,610.39,1.4675324675324675,No Prison,4.2,45010,8.901282919361277,26.9,39.8,7.497138496756962
19177,0,rural,250.63,0.5012531328320802,No Prison,4.1,43653,9.984310375545274,22.3,41.4,6.25589437283873
19179,0,rural,670.55,3.826094578603673,Has State,5.2,44738,9.864879952156619,31.2,41.6,8.428030303030303
19181,0,small/mid,297.19,0.9970280893490557,No Prison,3.4,67728,9.30055208257099,27.1,35.7,7.832472124014142
19183,0,small/mid,370.95,1.149936938942058,No Prison,3.1,55283,10.46574870222835,24.6,37.6,5.6355511420059585
19185,0,rural,328.5,0.8212428141253765,No Prison,3.9,44381,9.105934782485877,26.2,43.1,6.345267635590217
19187,0,rural,587.87,5.453408380237649,Has State,4.3,44922,9.16158322467344,27.4,41.6,8.508628290716715
19189,0,rural,212.99,2.297276738171307,No Prison,4,48408,9.096914100925925,21.6,37.9,6.7382606864603085
19191,0,rural,248.34,1.1321305967423856,No Prison,3.7,59096,9.259727656206913,23.6,39.8,4.835790018101887
19193,0,small/mid,688.71,3.5456346183147947,Has State,3.8,50774,9.06200176400714,28.4,42.9,9.97164823376159
19195,0,rural,271.4,1.1064718162839249,No Prison,4,50761,9.2940355189289,27.5,37.2,6.5588773642464915
19197,0,rural,382.84,0.8184818481848185,No Prison,3.9,49882,9.263315476808623,30.1,39.9,5.976430976430977
20001,0,rural,NA,2.897255902999362,No Prison,5.1,41604,9.612072715429512,26.1,42.2,8.277056277056277
20003,0.08333333333333334,rural,NA,0.8397790055248618,No Prison,4.8,47267,9.48912218509794,28.7,41.5,6.085066749456691
20005,0,rural,NA,5.627253748339343,No Prison,6.1,46110,9.511411839503976,26.6,39,8.764940239043826
20011,0,rural,NA,3.9393253339370613,No Prison,4.8,39609,9.76298257197875,28.1,44.3,7.953254341827626
20013,0,rural,NA,2.007267693372556,No Prison,4,46884,9.165404284380646,26.4,39.9,8.615099583140342
20015,0,small/mid,NA,2.575465788069329,Has State,4.3,61473,9.455500256416897,28.1,39.7,7.989966089097413
20017,0,rural,NA,2.5949367088607596,No Prison,3.6,48911,9.023044,30.7,41.7,6.179775280898876
20027,0,rural,NA,1.3276143790849673,No Prison,4.3,51351,8.679663654147655,23.1,42.4,6.524744263201549
20031,0,rural,NA,1.334106728538283,No Prison,5.7,57160,9.445024323278382,24.6,40.5,7.022069360848381
20035,0,rural,NA,3.650702228523326,Has State,4.6,47851,9.253071042279158,28.2,44,8.82541491559228
20037,0,rural,NA,2.842053269501121,No Prison,5.1,38139,10.04100163583165,34.8,44.8,8.017285861713107
20041,0,rural,NA,1.2873718980265945,No Prison,5.2,47570,8.86882550763938,28,39.5,7.414905732000506
20043,0,small/mid,NA,4.281712685074029,No Prison,4.3,47000,9.43712105358719,20.8,39.6,7.626851560037819
20045,0,small/mid,NA,5.141198691666283,No Prison,3.7,52447,9.906572168384756,32.3,46.5,7.459855531881724
20049,0,rural,NA,0.7199424046076314,No Prison,4.8,39147,9.416261,27.9,44.6,5.382436260623229
20059,0,rural,NA,1.7057307645109832,No Prison,4.6,51484,9.579485739080106,27.7,37.9,8.685992382564537
20061,0,rural,NA,19.786545653178706,No Prison,6.2,45590,9.014203409469363,29.1,42.4,11.11111111111111
20073,0,rural,NA,0.8458390177353342,No Prison,4.6,41168,9.261989468139465,28.8,42.1,6.40074211502783
20085,0,small/mid,NA,1.0920245398773005,No Prison,3.7,51662,9.204432711364822,27.7,40.8,7.404273323460969
20087,0,small/mid,NA,0.8515611955251294,No Prison,4.2,59080,9.623078716537089,23.3,38.1,6.720351390922401
20091,0,suburban,NA,5.375886228389612,No Prison,3.4,83007,10.684911332572714,26.3,41.2,6.326402016383113
20099,0,rural,NA,5.032720473667809,No Prison,5.7,42323,9.948826555807917,29.6,40.6,9.397433108549054
20103,0,suburban,NA,10.812552110967937,No Prison,4.5,61465,10.027290115171853,25.7,37.1,8.551861644488753
20107,0,suburban,NA,1.1869436201780417,No Prison,6.4,46065,9.632712690731301,23.6,40.2,5.411084843708957
20111,0,rural,NA,3.1514116166157167,No Prison,4.3,39562,9.333047317508724,28.2,41.2,8.465415236286612
20115,0,rural,NA,1.5390957812285282,No Prison,3.8,51196,8.931087343971349,26.7,38.7,5.005866249511145
20117,0,rural,NA,0.7871321013004791,No Prison,2.9,49270,8.880712839036,26.5,41.6,4.93494840735756
20121,0,suburban,NA,1.4615384615384615,No Prison,4.3,62375,9.78210860376083,32.2,40.4,7.766521948866377
20125,0,rural,NA,6.314093173161442,No Prison,6.5,43289,10.051061755850656,28.6,43.6,8.81701670804536
20127,0,rural,NA,1.14011401140114,No Prison,4.3,49720,8.928040222071996,24.7,45.6,5.75029539188657
20131,0,rural,NA,0.8697106539555111,No Prison,2.6,54486,9.042331772959686,23.7,44.6,4.117201313462996
20139,0,small/mid,NA,0.9288238263503281,No Prison,5,48364,9.420935180981596,26.8,38.7,8.073959938366718
20149,0,small/mid,NA,1.6570354382789112,No Prison,3.6,60601,9.143761161100832,23.8,38.1,6.64599025254763
20161,0,small/mid,NA,7.586264797246243,No Prison,3.4,46690,9.135241576445562,32.6,45,5.461444640195149
20177,0,small/mid,NA,9.214860342102241,Has State,4.2,51316,9.791891413888388,29.6,41.4,9.773650609402205
20197,0,small/mid,NA,1.3846514902605023,No Prison,3.9,57339,9.098064926645858,24.1,34.8,6.342575009494873
20201,0,rural,NA,0.8682170542635658,No Prison,3.1,46153,8.687712049431621,18.9,42.1,3.3295922184811073
20207,0,rural,NA,1.5409139213602552,No Prison,5,37394,9.540195388402294,28.8,42,6.82095006090134
20209,0,suburban,NA,23.49824322792701,No Prison,6,41746,10.955369144410392,31.4,42.3,13.768844221105528
21001,16.847197391944473,rural,628.38,3.7146038816417435,No Prison,7.2,32007,9.82881804128465,29.4,53.4,7.469986660738106
21003,16.56688799390443,small/mid,623.34,1.3987077156974534,No Prison,4.9,42287,10.06619309351727,25.6,41.9,7.568740955137482
21005,18.327930848190167,rural,527.7,2.2496875433967505,No Prison,4.1,55523,10.402817729316295,26.8,35.5,7.827868852459016
21007,19.765301426599173,rural,1595.64,3.7750535123564894,No Prison,6.9,44352,10.017256973512335,31.9,47.3,6.450662739322534
21009,24.47044704470447,rural,682.16,4.522486104092977,No Prison,5.2,40017,10.200002876506666,30.4,46,7.4025804769972625
